density,multiplier,percent_swapped,num_attempts,network_type
0.001,0.0,0.0,0.0,Erdős-Rényi
0.001,0.0,0.0,0.0,Barabási–Albert
0.001,0.5263157894736842,0.6339113680154143,273.1578947368421,Erdős-Rényi
0.001,0.5263157894736842,0.6276276276276276,525.7894736842105,Barabási–Albert
0.001,1.0526315789473684,0.8766859344894027,546.3157894736842,Erdős-Rényi
0.001,1.0526315789473684,0.8738738738738738,1051.578947368421,Barabási–Albert
0.001,1.5789473684210527,0.9460500963391136,819.4736842105264,Erdős-Rényi
0.001,1.5789473684210527,0.9529529529529529,1577.3684210526317,Barabási–Albert
0.001,2.1052631578947367,0.976878612716763,1092.6315789473683,Erdős-Rényi
0.001,2.1052631578947367,0.986986986986987,2103.157894736842,Barabási–Albert
0.001,2.631578947368421,0.9845857418111753,1365.7894736842104,Erdős-Rényi
0.001,2.631578947368421,0.993993993993994,2628.9473684210525,Barabási–Albert
0.001,3.1578947368421053,0.9865125240847784,1638.9473684210527,Erdős-Rényi
0.001,3.1578947368421053,0.994994994994995,3154.7368421052633,Barabási–Albert
0.001,3.6842105263157894,0.9903660886319846,1912.1052631578948,Erdős-Rényi
0.001,3.6842105263157894,0.993993993993994,3680.5263157894738,Barabási–Albert
0.001,4.2105263157894735,0.9903660886319846,2185.2631578947367,Erdős-Rényi
0.001,4.2105263157894735,0.990990990990991,4206.315789473684,Barabási–Albert
0.001,4.7368421052631575,0.9884393063583815,2458.4210526315787,Erdős-Rényi
0.001,4.7368421052631575,0.988988988988989,4732.105263157894,Barabási–Albert
0.001,5.263157894736842,0.9942196531791907,2731.578947368421,Erdős-Rényi
0.001,5.263157894736842,0.995995995995996,5257.894736842105,Barabási–Albert
0.001,5.789473684210526,0.9922928709055877,3004.736842105263,Erdős-Rényi
0.001,5.789473684210526,0.990990990990991,5783.684210526315,Barabási–Albert
0.001,6.315789473684211,0.9903660886319846,3277.8947368421054,Erdős-Rényi
0.001,6.315789473684211,0.991991991991992,6309.473684210527,Barabási–Albert
0.001,6.842105263157895,0.9942196531791907,3551.0526315789475,Erdős-Rényi
0.001,6.842105263157895,0.990990990990991,6835.263157894737,Barabási–Albert
0.001,7.368421052631579,0.9884393063583815,3824.2105263157896,Erdős-Rényi
0.001,7.368421052631579,0.98998998998999,7361.0526315789475,Barabási–Albert
0.001,7.894736842105263,0.9884393063583815,4097.368421052632,Erdős-Rényi
0.001,7.894736842105263,0.986986986986987,7886.8421052631575,Barabási–Albert
0.001,8.421052631578947,0.9922928709055877,4370.526315789473,Erdős-Rényi
0.001,8.421052631578947,0.98998998998999,8412.631578947368,Barabási–Albert
0.001,8.947368421052632,0.9942196531791907,4643.684210526316,Erdős-Rényi
0.001,8.947368421052632,0.98998998998999,8938.42105263158,Barabási–Albert
0.001,9.473684210526315,0.9922928709055877,4916.8421052631575,Erdős-Rényi
0.001,9.473684210526315,0.98998998998999,9464.210526315788,Barabási–Albert
0.001,10.0,0.9980732177263969,5190.0,Erdős-Rényi
0.001,10.0,0.992992992992993,9990.0,Barabási–Albert
0.08977777777777779,0.0,0.0,0.0,Erdős-Rényi
0.08977777777777779,0.0,0.0,0.0,Barabási–Albert
0.08977777777777779,0.5263157894736842,0.5729141152107595,23636.315789473683,Erdős-Rényi
0.08977777777777779,0.5263157894736842,0.46555828266258836,42673.15789473684,Barabási–Albert
0.08977777777777779,1.0526315789473684,0.787436816673718,47272.63157894737,Erdős-Rényi
0.08977777777777779,1.0526315789473684,0.6626746753166665,85346.31578947368,Barabási–Albert
0.08977777777777779,1.5789473684210527,0.8719855708209936,70908.94736842105,Erdős-Rényi
0.08977777777777779,1.5789473684210527,0.7495405715413362,128019.47368421053,Barabási–Albert
0.08977777777777779,2.1052631578947367,0.9024026364425839,94545.26315789473,Erdős-Rényi
0.08977777777777779,2.1052631578947367,0.7838404519049322,170692.63157894736,Barabási–Albert
0.08977777777777779,2.631578947368421,0.9134694604644948,118181.57894736841,Erdős-Rényi
0.08977777777777779,2.631578947368421,0.7976171388398969,213365.78947368418,Barabási–Albert
