Metaedge,rwr,jaccard
DrD,0.7242897980373806,0.5524606147141404
DrD,0.7272958248903523,0.5706938428542929
DrD,0.7316548598124756,0.5700459901981503
DrD,0.7343570873387546,0.5530950888340723
DrD,0.7295502858330181,0.5643956305463949
DrD,0.7370974377735273,0.5651909430861678
DrD,0.7189663245668404,0.5524387118008753
DrD,0.7275278773768361,0.5549426291665114
DrD,0.727692149226324,0.5501116752591204
DrD,0.7284795293596713,0.5420277243524285
DrD,0.7307982487140918,0.5502204202636283
DrD,0.7370889133964729,0.5818334869497115
DrD,0.7413560744770089,0.5630226138699902
DrD,0.7302402867979302,0.5632695840163194
DrD,0.7275482411664663,0.5653098699854908
DrD,0.7394898574712316,0.5664986062051545
DrD,0.7236777004072166,0.5617653274515132
DrD,0.7280275005875307,0.5704900273668021
DrD,0.7364403503755759,0.5651135133279227
DrD,0.726635659245131,0.5527823507508852
DrD,0.7333708642711984,0.5602690032931326
DrD,0.7349523730030609,0.570645064474481
DrD,0.7269614798792143,0.5527115510636825
DrD,0.7415464522312261,0.5794849618741316
DrD,0.7376051117847736,0.5708504190856066
DrD,0.7249412025172959,0.5517865969562054
DrD,0.7278308479446484,0.561877032309165
DrD,0.7287712524855366,0.5596499204095489
DrD,0.7234008949411967,0.547972470997879
DrD,0.7309066681347538,0.5583356864165827
DrD,0.7354411039541862,0.5729313142399127
DrD,0.7214161358170053,0.5609996726402423
DrD,0.7335818426032974,0.5674878483229175
DrD,0.7332789904296109,0.5631017011459959
DrD,0.7279292334631525,0.5676994778227084
DrD,0.7384490251131699,0.5726710247544358
DrD,0.7278184165614439,0.5473258022829939
DrD,0.7202156193818288,0.5450491424417487
DrD,0.7266306866918492,0.5467423560312631
DrD,0.7279038971202405,0.5678329080024366
DrD,0.7264557001739802,0.5634017118606642
DrD,0.7352007638788993,0.5528177505944866
DrD,0.7293876123042279,0.5542992754871474
DrD,0.7215603398621775,0.5444594804984156
DrD,0.73182913596559,0.564412560906378
DrD,0.7420794625853844,0.5675174468543569
DrD,0.7318691531800958,0.5480152704743402
DrD,0.7308284688146913,0.5690560969126957
DrD,0.7298197508632411,0.5492693010543589
DrD,0.7385238502006485,0.5759864154580107
DrD,0.7359340970938386,0.5632377951935537
DrD,0.7168193654903618,0.5421253403091153
DrD,0.7256849544153018,0.5577846209582464
DrD,0.7291591116415168,0.555991541923656
DrD,0.7302483967955447,0.5529067829770558
DrD,0.7272425475337616,0.5605777159760441
DrD,0.7375009249541076,0.573292238732283
DrD,0.7311881501687412,0.572389720311637
DrD,0.7356274563081278,0.562201550607865
DrD,0.722545852564979,0.555336052846402
DrD,0.7239914448404728,0.5591620182173043
DrD,0.7224040164023222,0.5563398574416332
DrD,0.7259785718471792,0.5664604240995978
DrD,0.730038069631137,0.5659149231651723
DrD,0.7279685403129038,0.5567258814886641
DrD,0.7264848251289163,0.5648329192498786
DrD,0.7359227312577659,0.5676917822045342
DrD,0.7286070990301745,0.5598714358188404
DrD,0.7288420521727395,0.5584577507602383
DrD,0.7228439689736355,0.5558678200622399
DrD,0.7348976749169612,0.5690279783078283
DrD,0.735714120808182,0.5766713254755151
DrD,0.7289365306850936,0.5604303152894766
DrD,0.7367701964099349,0.5735055257498344
DrD,0.7270033913997322,0.5619583690735601
DrD,0.7350416421738819,0.567380405653793
DrD,0.725352977286679,0.561437434920229
DrD,0.733456818406498,0.5763761097229398
DrD,0.7254877098017904,0.5695077705024587
DrD,0.728879819898856,0.5528276365039873
DrD,0.7211873687675112,0.5459655721721711
DrD,0.7339345387039277,0.5562277382045413
DrD,0.7267654488054921,0.5617940972240721
DrD,0.7253586602047152,0.56184382275689
DrD,0.7370351624633792,0.5711228439689736
DrD,0.7273585737770035,0.5748675317725436
DrD,0.73052017051122,0.5620008725647069
DrD,0.7295899478651467,0.5491638118883093
DrD,0.7269778182685688,0.5401045893706938
DrD,0.7230365074206478,0.5347375468618748
DrD,0.731403627477619,0.5623219574337599
DrD,0.7338894305420143,0.5426225956372948
DrD,0.7287279202355096,0.5551578104900747
DrD,0.7265430750387889,0.5421326215478492
DrD,0.7284184379907808,0.567046119839718
DrD,0.7266808858011701,0.5773423833803062
DrD,0.7198945345127756,0.534567473700225
DrD,0.7294799597223184,0.55727611818812
DrD,0.7324156604645904,0.5563142843104696
DrD,0.7354564359934717,0.5718623928755151
