density,multiplier,percent_swapped,num_attempts,network_type
0.001,0.0,0.0,0.0,Erdős-Rényi
0.001,0.0,0.0,0.0,Barabási–Albert
0.001,0.5263157894736842,0.6277533039647577,238.94736842105263,Erdős-Rényi
0.001,0.5263157894736842,0.6236236236236237,525.7894736842105,Barabási–Albert
0.001,1.0526315789473684,0.8590308370044053,477.89473684210526,Erdős-Rényi
0.001,1.0526315789473684,0.8688688688688688,1051.578947368421,Barabási–Albert
0.001,1.5789473684210527,0.9361233480176212,716.8421052631579,Erdős-Rényi
0.001,1.5789473684210527,0.944944944944945,1577.3684210526317,Barabási–Albert
0.001,2.1052631578947367,0.9823788546255506,955.7894736842105,Erdős-Rényi
0.001,2.1052631578947367,0.975975975975976,2103.157894736842,Barabási–Albert
0.001,2.631578947368421,0.986784140969163,1194.7368421052631,Erdős-Rényi
0.001,2.631578947368421,0.984984984984985,2628.9473684210525,Barabási–Albert
0.001,3.1578947368421053,0.986784140969163,1433.6842105263158,Erdős-Rényi
0.001,3.1578947368421053,0.984984984984985,3154.7368421052633,Barabási–Albert
0.001,3.6842105263157894,0.9933920704845814,1672.6315789473683,Erdős-Rényi
0.001,3.6842105263157894,0.98998998998999,3680.5263157894738,Barabási–Albert
0.001,4.2105263157894735,0.9933920704845814,1911.578947368421,Erdős-Rényi
0.001,4.2105263157894735,0.983983983983984,4206.315789473684,Barabási–Albert
0.001,4.7368421052631575,0.9955947136563876,2150.5263157894733,Erdős-Rényi
0.001,4.7368421052631575,0.982982982982983,4732.105263157894,Barabási–Albert
0.001,5.263157894736842,0.9911894273127754,2389.4736842105262,Erdős-Rényi
0.001,5.263157894736842,0.982982982982983,5257.894736842105,Barabási–Albert
0.001,5.789473684210526,0.9933920704845814,2628.4210526315787,Erdős-Rényi
0.001,5.789473684210526,0.986986986986987,5783.684210526315,Barabási–Albert
0.001,6.315789473684211,0.9977973568281938,2867.3684210526317,Erdős-Rényi
0.001,6.315789473684211,0.984984984984985,6309.473684210527,Barabási–Albert
0.001,6.842105263157895,0.9933920704845814,3106.315789473684,Erdős-Rényi
0.001,6.842105263157895,0.984984984984985,6835.263157894737,Barabási–Albert
0.001,7.368421052631579,0.9933920704845814,3345.2631578947367,Erdős-Rényi
0.001,7.368421052631579,0.980980980980981,7361.0526315789475,Barabási–Albert
0.001,7.894736842105263,0.9889867841409692,3584.210526315789,Erdős-Rényi
0.001,7.894736842105263,0.97997997997998,7886.8421052631575,Barabási–Albert
0.001,8.421052631578947,0.9889867841409692,3823.157894736842,Erdős-Rényi
0.001,8.421052631578947,0.98998998998999,8412.631578947368,Barabási–Albert
0.001,8.947368421052632,0.9933920704845814,4062.105263157895,Erdős-Rényi
0.001,8.947368421052632,0.985985985985986,8938.42105263158,Barabási–Albert
0.001,9.473684210526315,0.9955947136563876,4301.052631578947,Erdős-Rényi
0.001,9.473684210526315,0.985985985985986,9464.210526315788,Barabási–Albert
0.001,10.0,0.9955947136563876,4540.0,Erdős-Rényi
0.001,10.0,0.985985985985986,9990.0,Barabási–Albert
0.08977777777777779,0.0,0.0,0.0,Erdős-Rényi
0.08977777777777779,0.0,0.0,0.0,Barabási–Albert
0.08977777777777779,0.5263157894736842,0.5739069777907788,23390.0,Erdős-Rényi
0.08977777777777779,0.5263157894736842,0.46201852514214536,42673.15789473684,Barabási–Albert
0.08977777777777779,1.0526315789473684,0.7930739632321505,46780.0,Erdős-Rényi
0.08977777777777779,1.0526315789473684,0.6585799035508578,85346.31578947368,Barabási–Albert
0.08977777777777779,1.5789473684210527,0.8740352377309242,70170.0,Erdős-Rényi
0.08977777777777779,1.5789473684210527,0.7438054243392247,128019.47368421053,Barabási–Albert
0.08977777777777779,2.1052631578947367,0.9035350239643573,93560.0,Erdős-Rényi
0.08977777777777779,2.1052631578947367,0.7785986506987013,170692.63157894736,Barabási–Albert
0.08977777777777779,2.631578947368421,0.914965909858014,116949.99999999999,Erdős-Rényi
0.08977777777777779,2.631578947368421,0.7946200619149225,213365.78947368418,Barabási–Albert
