degree	metaedge_side	metaedge	side	square
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
11	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
24	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
9	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
19	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
9	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
20	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
9	"Disease→
associates→
Gene"	DaG	target	FALSE
10	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
24	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
19	"Disease→
associates→
Gene"	DaG	target	FALSE
11	"Disease→
associates→
Gene"	DaG	target	FALSE
13	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
8	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
9	"Disease→
associates→
Gene"	DaG	target	FALSE
31	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
13	"Disease→
associates→
Gene"	DaG	target	FALSE
28	"Disease→
associates→
Gene"	DaG	target	FALSE
10	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
15	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
39	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
25	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
35	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
12	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
13	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
27	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
16	"Disease→
associates→
Gene"	DaG	target	FALSE
16	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
11	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
13	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
10	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
15	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
13	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
22	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
12	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
19	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
8	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
11	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
8	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
9	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
11	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
19	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
11	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
8	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
15	"Disease→
associates→
Gene"	DaG	target	FALSE
26	"Disease→
associates→
Gene"	DaG	target	FALSE
12	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
37	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
13	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
26	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
6	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
7	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
4	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
24	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
5	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
3	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
2	"Disease→
associates→
Gene"	DaG	target	FALSE
1	"Disease→
associates→
Gene"	DaG	target	FALSE
