id_a	id_b	edge	edge_prior	degree_product	feature	value
59	3957	FALSE	6.425	42164	Adamic/Adar index	2.0052492430267317
908	1432	FALSE	6.223076923076923	45152	Adamic/Adar index	3.237907048566766
1004	1633	FALSE	0.6588235294117647	5184	Adamic/Adar index	0.17983406825924927
3419	312	FALSE	1.3355263157894737	10704	Adamic/Adar index	0.17815378182121677
463	3651	FALSE	1.6041666666666667	13392	Adamic/Adar index	1.7407592191192836
365	58	FALSE	0.7990430622009569	7392	Adamic/Adar index	0
503	3502	FALSE	0.43356643356643354	3537	Adamic/Adar index	0
2395	1354	FALSE	2.618181818181818	19080	Adamic/Adar index	0.5278091220662351
825	3442	FALSE	2.3333333333333335	18988	Adamic/Adar index	1.7315008742223128
3144	1249	FALSE	0.8872549019607843	7314	Adamic/Adar index	0
3373	2154	FALSE	1.381578947368421	10528	Adamic/Adar index	0.36457373115986824
3105	71	FALSE	8.944444444444445	55796	Adamic/Adar index	2.8398103491754476
2189	1811	FALSE	0.8367346938775511	6820	Adamic/Adar index	0.6031492923345224
2194	1410	FALSE	1.4285714285714286	11439	Adamic/Adar index	1.3859001462674807
655	127	FALSE	5.277777777777778	36808	Adamic/Adar index	1.948722180779457
1378	1217	FALSE	0.6262626262626263	5896	Adamic/Adar index	0.17691320904969376
10	3983	FALSE	1.5263157894736843	10892	Adamic/Adar index	0.349713305322781
3850	3577	FALSE	1.7991452991452992	16124	Adamic/Adar index	2.2148272019919246
1372	1217	FALSE	4	26465	Adamic/Adar index	0.1956186206621379
3611	3869	FALSE	2.699300699300699	22344	Adamic/Adar index	0.9864317222212896
3357	878	FALSE	1.6346153846153846	13455	Adamic/Adar index	1.203192222876227
2452	872	FALSE	3.8181818181818183	28800	Adamic/Adar index	1.2580940165286627
3854	2787	FALSE	3.2708333333333335	18690	Adamic/Adar index	1.1210762620523558
2965	30	FALSE	0.6692307692307692	5856	Adamic/Adar index	0
3384	233	FALSE	0.6894736842105263	5183	Adamic/Adar index	0.24842549839846914
2040	1164	FALSE	3.888888888888889	24726	Adamic/Adar index	0.7636871458144289
2708	952	FALSE	2.7596153846153846	19076	Adamic/Adar index	0.8314428209641843
4018	94	FALSE	9.375	50180	Adamic/Adar index	6.778865062927359
273	2477	FALSE	0.15126050420168066	1320	Adamic/Adar index	0.20065789214663352
3582	3142	FALSE	0.1375	1122	Adamic/Adar index	0
1928	3155	FALSE	0.16666666666666666	1710	Adamic/Adar index	0.1633907523682738
250	1786	FALSE	0.31954887218045114	2640	Adamic/Adar index	0
47	2580	FALSE	2.4692307692307693	20425	Adamic/Adar index	0.9849422553687768
2767	1667	FALSE	6.933333333333334	56055	Adamic/Adar index	3.2565962320025115
745	1733	FALSE	0.55	4452	Adamic/Adar index	3.506853539408967
2639	1404	FALSE	1.4941176470588236	11868	Adamic/Adar index	0.47490326164240243
3177	1662	FALSE	9	65096	Adamic/Adar index	1.4504177954846953
1552	1431	FALSE	12.48	84651	Adamic/Adar index	6.05661289043967
3339	3513	FALSE	1.4222222222222223	12444	Adamic/Adar index	0.5117366121361977
486	399	FALSE	13.527777777777779	114240	Adamic/Adar index	6.623894875847466
3158	1885	FALSE	1.7532467532467533	13968	Adamic/Adar index	0.8148906115154788
3650	1723	FALSE	3.716666666666667	28128	Adamic/Adar index	1.482660755168232
3635	2612	FALSE	0.9080459770114943	7227	Adamic/Adar index	0.16213981778198122
3617	975	FALSE	11.3	91160	Adamic/Adar index	8.748684488054582
1381	1761	FALSE	3.2083333333333335	24048	Adamic/Adar index	0.8621382077266327
2649	1930	FALSE	0.8763736263736264	7888	Adamic/Adar index	0.5341275726906338
3153	3014	FALSE	2.7905982905982905	22755	Adamic/Adar index	0.8891742618762257
1761	2158	FALSE	1.5789473684210527	12191	Adamic/Adar index	0
968	2814	FALSE	0.585	4964	Adamic/Adar index	0.15758860784601006
3201	1603	FALSE	1.260233918128655	10434	Adamic/Adar index	0.5001383348715638
3587	407	FALSE	1.0140056022408963	8586	Adamic/Adar index	0
1635	2184	FALSE	1.5857142857142856	11104	Adamic/Adar index	1.0279206891685697
93	2880	FALSE	0.4090909090909091	3300	Adamic/Adar index	0.3898915332814311
3790	486	FALSE	5.5625	39984	Adamic/Adar index	3.9021678707647114
2583	2634	FALSE	6.729166666666667	48360	Adamic/Adar index	1.2510020428199462
3258	236	FALSE	1.1382575757575757	9045	Adamic/Adar index	0.1542834375113939
362	3736	FALSE	0.4826923076923077	3910	Adamic/Adar index	0
793	2580	FALSE	2.7051282051282053	20805	Adamic/Adar index	0.4209626810186007
2663	3301	FALSE	3.361111111111111	21472	Adamic/Adar index	0.1329171906533171
1754	2355	FALSE	1.7472527472527473	13871	Adamic/Adar index	0.14607326132222404
1082	24	FALSE	0.9507389162561576	7986	Adamic/Adar index	0.17095990351369836
2605	2651	FALSE	1.2722222222222221	9537	Adamic/Adar index	0
419	3027	FALSE	7.507936507936508	47040	Adamic/Adar index	2.3499415645990385
843	3400	FALSE	0.09848484848484848	1092	Adamic/Adar index	0
837	3340	FALSE	0.47954545454545455	4290	Adamic/Adar index	0.17838660519470398
2705	2312	FALSE	1.6581196581196582	13231	Adamic/Adar index	0.5200545457802247
244	578	FALSE	20.25	130419	Adamic/Adar index	11.59002554889848
663	3148	FALSE	1.596	11908	Adamic/Adar index	1.8431111236990025
3415	2491	FALSE	0.5409090909090909	4560	Adamic/Adar index	0.3332498424052033
2290	274	FALSE	0.4	3192	Adamic/Adar index	0.33943117017428004
2388	1811	FALSE	1.8928571428571428	14384	Adamic/Adar index	0.5477164103180424
3159	3634	FALSE	3.090909090909091	27216	Adamic/Adar index	1.3541747164787383
1164	1967	FALSE	5.75	36772	Adamic/Adar index	1.5016183805039112
471	1779	FALSE	3.1785714285714284	21670	Adamic/Adar index	0.5337160883260249
304	3528	FALSE	2.085561497326203	16254	Adamic/Adar index	0.853786961275969
2888	4065	FALSE	1.4166666666666667	12567	Adamic/Adar index	0.89566561595452
1787	2853	FALSE	0.2108843537414966	1760	Adamic/Adar index	0
1296	212	FALSE	5.352941176470588	35776	Adamic/Adar index	1.2088808619826859
3963	1679	FALSE	1.093984962406015	9447	Adamic/Adar index	1.3442841409080206
3758	2427	FALSE	0.08058608058608059	900	Adamic/Adar index	0
1949	771	FALSE	0.6090909090909091	3726	Adamic/Adar index	0.1929837459041747
2378	1733	FALSE	0.13125	795	Adamic/Adar index	0
3050	1038	FALSE	5.611111111111111	42064	Adamic/Adar index	4.56692550145982
3154	2145	FALSE	2.453333333333333	18705	Adamic/Adar index	3.5867689105221365
3886	12	FALSE	0.7142857142857143	5250	Adamic/Adar index	0
3250	598	FALSE	0.9375	8153	Adamic/Adar index	0.13901079714141543
931	231	FALSE	1.9350649350649352	14596	Adamic/Adar index	0.3926640779317887
2215	776	FALSE	1.7651515151515151	11000	Adamic/Adar index	0.32002738130697034
1201	86	FALSE	1.875	15189	Adamic/Adar index	0.5335608237745029
645	1490	FALSE	4.764285714285714	33579	Adamic/Adar index	1.29846212902398
299	3738	FALSE	0.3619047619047619	2562	Adamic/Adar index	0
719	2381	FALSE	0.7912087912087912	6384	Adamic/Adar index	0.9724137263298812
2263	2837	FALSE	1.3444444444444446	10656	Adamic/Adar index	0.8808766838103311
2543	1424	FALSE	0.8928571428571429	8379	Adamic/Adar index	0.4336295231419133
2378	2630	FALSE	1.125	5610	Adamic/Adar index	0.3628264144301388
3854	2819	FALSE	7.2	49128	Adamic/Adar index	3.4477831681360422
2871	1581	FALSE	3.05	23345	Adamic/Adar index	1.2434824342874031
2557	1444	FALSE	12.307692307692308	85514	Adamic/Adar index	6.032838799711118
590	3417	FALSE	42	247086	Adamic/Adar index	25.294946735520433
391	873	FALSE	2.9019607843137254	20400	Adamic/Adar index	1.1524106137082581
3873	2964	FALSE	0.15384615384615385	1625	Adamic/Adar index	0.15308463334318925
2987	1396	FALSE	1.0634920634920635	8008	Adamic/Adar index	0.619269357974936
2532	3642	FALSE	0.3392857142857143	2880	Adamic/Adar index	0
306	3825	FALSE	1.346938775510204	11280	Adamic/Adar index	0.7958951616538957
2156	3971	FALSE	1.7666666666666666	17112	Adamic/Adar index	1.0227727415631302
3422	2744	FALSE	1.9175824175824177	14148	Adamic/Adar index	0.5905939158477929
4052	1679	FALSE	3.9615384615384617	30552	Adamic/Adar index	2.4693878506438054
1916	1208	FALSE	0.8194444444444444	5320	Adamic/Adar index	0
1772	960	FALSE	3.933333333333333	29952	Adamic/Adar index	1.1938563164678908
1319	589	FALSE	5.133333333333334	34974	Adamic/Adar index	1.1342402515514125
1134	338	FALSE	8.741176470588234	62062	Adamic/Adar index	4.51393309038685
3913	2683	FALSE	7.26984126984127	49377	Adamic/Adar index	4.784099563376294
2848	746	FALSE	1.7792207792207793	13534	Adamic/Adar index	0.18964537904728723
1752	1001	FALSE	1.3526315789473684	9964	Adamic/Adar index	1.07561878213377
3454	3117	FALSE	0.31833910034602075	2460	Adamic/Adar index	0.16568686544391886
3602	3573	FALSE	1.5119047619047619	11070	Adamic/Adar index	0.6702966209177179
800	3102	FALSE	1.1896551724137931	10362	Adamic/Adar index	0.7180024245916029
2749	2493	FALSE	0.2642857142857143	2272	Adamic/Adar index	0.16404671587218408
300	4050	FALSE	1.52020202020202	12360	Adamic/Adar index	0.3570160816513903
2955	2179	FALSE	23	154760	Adamic/Adar index	14.54987132697268
1973	554	FALSE	7.185714285714286	47170	Adamic/Adar index	2.382887009527561
3657	789	FALSE	2.725	16048	Adamic/Adar index	0.7602594819149547
3645	2227	FALSE	6.94949494949495	54390	Adamic/Adar index	7.50372195397486
2708	2257	FALSE	0.8384615384615385	7904	Adamic/Adar index	0.1729881281305968
426	4062	FALSE	3.2976190476190474	21920	Adamic/Adar index	1.8702648808830764
1677	2554	FALSE	3.4	28861	Adamic/Adar index	1.9484707217458408
1909	469	FALSE	1.7272727272727273	13952	Adamic/Adar index	1.1027992800376123
363	33	FALSE	0.2222222222222222	1016	Adamic/Adar index	0.14569181880198298
599	549	FALSE	16	165508	Adamic/Adar index	10.764942614984895
1843	223	FALSE	7.854166666666667	58740	Adamic/Adar index	2.639495879237451
3306	2392	FALSE	0.3689839572192513	3157	Adamic/Adar index	0.1583895446221668
1462	1417	FALSE	0.44421906693711966	3498	Adamic/Adar index	0.5182543289000041
2698	1099	FALSE	0.41818181818181815	3942	Adamic/Adar index	0.3540467078810692
1731	2967	FALSE	5.428571428571429	33516	Adamic/Adar index	1.318163771502175
313	3636	FALSE	1.7734204793028323	14210	Adamic/Adar index	0.8612762575843143
404	2900	FALSE	1.4714285714285715	12354	Adamic/Adar index	0.514148577696186
1393	2932	FALSE	20.9	137270	Adamic/Adar index	33.48449740336258
214	948	FALSE	1.8311688311688312	15405	Adamic/Adar index	0
1339	2250	FALSE	4.266233766233766	30672	Adamic/Adar index	1.3946774568552085
1677	1410	FALSE	2.4833333333333334	20181	Adamic/Adar index	1.8282221829979841
538	3952	FALSE	6.472527472527473	48585	Adamic/Adar index	1.5379572617995325
1215	297	FALSE	1.8263157894736841	12992	Adamic/Adar index	0.5245928832287261
1687	3792	FALSE	1.6516290726817042	14190	Adamic/Adar index	0.5334447625528272
408	845	FALSE	8.047058823529412	60606	Adamic/Adar index	3.873154063843351
498	1691	FALSE	8.884615384615385	60048	Adamic/Adar index	3.6750273982513364
1802	2040	FALSE	0.5	4095	Adamic/Adar index	0.3623726819512536
634	2405	FALSE	0.5607142857142857	4960	Adamic/Adar index	0.3359314576653568
3385	3811	FALSE	0	378	Adamic/Adar index	0
591	2183	FALSE	0.8611111111111112	8091	Adamic/Adar index	1.1313206916390268
3627	938	FALSE	3.8194444444444446	28737	Adamic/Adar index	1.105748576956581
322	2230	FALSE	9.61111111111111	76734	Adamic/Adar index	3.240950565172135
1633	4070	FALSE	1.1764705882352942	9882	Adamic/Adar index	0.41115310981339354
2440	761	FALSE	1.2916666666666667	10370	Adamic/Adar index	0
794	3208	FALSE	2.923076923076923	25810	Adamic/Adar index	0.8550342253633808
598	3587	FALSE	3.551470588235294	27878	Adamic/Adar index	1.160528556667016
2333	3447	FALSE	0.9117647058823529	7020	Adamic/Adar index	0.15495167447311847
3988	1882	FALSE	0.5833333333333334	5058	Adamic/Adar index	0.3340205224967232
501	3308	FALSE	5.9	30590	Adamic/Adar index	1.348294440690173
2127	2935	FALSE	0.132996632996633	1560	Adamic/Adar index	0
3833	1710	FALSE	0.85	6608	Adamic/Adar index	0.40307732683553543
713	2601	FALSE	1.5555555555555556	9789	Adamic/Adar index	0
677	3697	FALSE	1.3012820512820513	10370	Adamic/Adar index	1.1335648900951154
3489	549	FALSE	13.666666666666666	105616	Adamic/Adar index	8.316259147004859
3340	986	FALSE	3.977272727272727	29185	Adamic/Adar index	1.8541766926516066
678	33	FALSE	0.2222222222222222	624	Adamic/Adar index	0.14569181880198298
2124	44	FALSE	17.428571428571427	119028	Adamic/Adar index	12.877795491831485
3959	89	FALSE	4.895833333333333	35568	Adamic/Adar index	2.1188380240139493
627	3350	FALSE	13.392857142857142	99193	Adamic/Adar index	7.039954394086125
906	3315	FALSE	25.954545454545453	117900	Adamic/Adar index	6.641841185758775
2946	1295	FALSE	26.571428571428573	178493	Adamic/Adar index	21.46224863359556
1626	3022	FALSE	1.7738095238095237	14553	Adamic/Adar index	1.791336569352501
3531	3067	FALSE	4.178571428571429	30879	Adamic/Adar index	2.9372918227586147
3551	698	FALSE	3.04040404040404	21037	Adamic/Adar index	0.9488241449887426
1721	1554	FALSE	1.8435374149659864	15520	Adamic/Adar index	2.7662794430311632
2272	1561	FALSE	1.9642857142857142	13166	Adamic/Adar index	0.47070704946282615
1302	2430	FALSE	4.256410256410256	29467	Adamic/Adar index	5.343986407625577
3552	3399	FALSE	0.47619047619047616	3822	Adamic/Adar index	0
3145	1981	FALSE	0.16071428571428573	2023	Adamic/Adar index	0
3567	2866	FALSE	9.380952380952381	60830	Adamic/Adar index	2.6422338596969497
2635	2137	FALSE	7.333333333333333	45149	Adamic/Adar index	5.999922091992728
432	2602	FALSE	2.5048076923076925	18900	Adamic/Adar index	0.3381056746534087
3149	4017	FALSE	0.8101604278074866	6700	Adamic/Adar index	0
2214	1155	FALSE	0.8045454545454546	5777	Adamic/Adar index	0
973	3350	FALSE	21.25	135552	Adamic/Adar index	10.126191469356506
125	3181	FALSE	0.5592592592592592	3959	Adamic/Adar index	0
1316	368	FALSE	10.9	74256	Adamic/Adar index	5.229592924785604
3971	1241	FALSE	12.4	83328	Adamic/Adar index	7.917364866739232
2512	1992	FALSE	0.7307692307692307	5742	Adamic/Adar index	0.22449978268220952
1458	2484	FALSE	1.4	11439	Adamic/Adar index	0.9001116407504437
3303	3395	FALSE	4.476190476190476	33040	Adamic/Adar index	2.4046582005615442
1425	3129	FALSE	5.625	39897	Adamic/Adar index	7.885874727348269
671	463	FALSE	1.9679487179487178	13299	Adamic/Adar index	2.2449988220153685
381	643	FALSE	2.901098901098901	20305	Adamic/Adar index	0.20265584813122056
2132	1115	FALSE	0.2772727272727273	2650	Adamic/Adar index	0.2148707605483044
753	3919	FALSE	2.9064327485380117	23364	Adamic/Adar index	0.8792927345112502
1386	1270	FALSE	11.052631578947368	69696	Adamic/Adar index	3.485173304364429
3390	3659	FALSE	8.583333333333334	54891	Adamic/Adar index	12.209423892606276
2881	2461	FALSE	0.484593837535014	3720	Adamic/Adar index	0.2806856695806781
1816	1151	FALSE	0.13068181818181818	1005	Adamic/Adar index	0
4021	3816	FALSE	7.888888888888889	57436	Adamic/Adar index	1.5554762937336226
3537	100	FALSE	0.8257142857142857	6656	Adamic/Adar index	0.8834310916987823
1213	1842	FALSE	0.39210526315789473	3102	Adamic/Adar index	0
4069	2898	FALSE	0.21052631578947367	1512	Adamic/Adar index	0
3008	1871	FALSE	0.08333333333333333	870	Adamic/Adar index	0
3530	2027	FALSE	2.282051282051282	14701	Adamic/Adar index	0.6333193698661173
3789	1142	FALSE	1.4880952380952381	10560	Adamic/Adar index	4.473593637634735
172	1620	FALSE	0.40454545454545454	3700	Adamic/Adar index	0
2139	3827	FALSE	0.15508021390374332	1296	Adamic/Adar index	0
133	1013	FALSE	3.5454545454545454	26486	Adamic/Adar index	1.5904021908596708
3101	3457	FALSE	0.4520123839009288	3744	Adamic/Adar index	0.6752850481165712
3277	3752	FALSE	0.6955017301038062	6084	Adamic/Adar index	0.46406877658599144
3139	207	FALSE	1.9743589743589745	15485	Adamic/Adar index	0.5659568110553961
268	400	FALSE	1.4586466165413534	11374	Adamic/Adar index	0.16309950410660812
1782	3271	FALSE	0.2381818181818182	2080	Adamic/Adar index	0
3349	2624	FALSE	2.6875	18340	Adamic/Adar index	0.4703140019937171
1962	3188	FALSE	0.5604395604395604	4698	Adamic/Adar index	0.19631901066558333
99	2074	FALSE	1.5902777777777777	13081	Adamic/Adar index	1.545957653715755
1236	2486	FALSE	0.26666666666666666	1476	Adamic/Adar index	0
482	2710	FALSE	0.8018518518518518	6664	Adamic/Adar index	0.18652219821108676
3510	2600	FALSE	0.7277777777777777	5808	Adamic/Adar index	0.3234669248110379
503	1054	FALSE	7.538461538461538	53841	Adamic/Adar index	2.28843411075506
3134	2641	FALSE	0.032467532467532464	432	Adamic/Adar index	0
1015	2331	FALSE	1.3061224489795917	10112	Adamic/Adar index	0.35992474688823894
2384	2386	FALSE	1.5649350649350648	13132	Adamic/Adar index	1.4236798348639035
1554	1658	FALSE	0.2925170068027211	2134	Adamic/Adar index	0.21714724095162588
2093	1597	FALSE	0.6190476190476191	5280	Adamic/Adar index	0.5980555390070759
3516	3417	FALSE	7.277777777777778	64925	Adamic/Adar index	7.4955508210276705
252	1377	FALSE	3.9583333333333335	29610	Adamic/Adar index	1.0281153228468036
1659	595	FALSE	0.3609022556390977	2914	Adamic/Adar index	0
1283	544	FALSE	9.625	73170	Adamic/Adar index	2.0980691429600467
982	4002	FALSE	5.35	30972	Adamic/Adar index	3.0920308857742467
1252	924	FALSE	22.833333333333332	139025	Adamic/Adar index	8.845019556912538
3073	3518	FALSE	0.5080213903743316	4240	Adamic/Adar index	0.19155782354835868
750	470	FALSE	1.7605263157894737	13728	Adamic/Adar index	0.37467047157080313
173	3931	FALSE	0.8961538461538462	8201	Adamic/Adar index	0.17262172464996708
296	2721	FALSE	2.331730769230769	17272	Adamic/Adar index	0.5434847652217124
3154	886	FALSE	3.0555555555555554	21576	Adamic/Adar index	1.2771336947159095
2795	3942	FALSE	4.9523809523809526	38280	Adamic/Adar index	0.36439734356974773
1272	809	FALSE	17.38888888888889	118548	Adamic/Adar index	9.886877843383882
1565	2069	FALSE	3.3	19890	Adamic/Adar index	0.846599612059066
1445	3250	FALSE	0.925	9300	Adamic/Adar index	0.3244147745955662
3630	3918	FALSE	11.923076923076923	73500	Adamic/Adar index	7.299682415199818
1314	2964	FALSE	1.5	8750	Adamic/Adar index	0.15741513279199884
48	3049	FALSE	6.5476190476190474	46371	Adamic/Adar index	1.4835077826549292
1833	3082	FALSE	8.8	64735	Adamic/Adar index	2.6522952677175446
336	3712	FALSE	2.244047619047619	14326	Adamic/Adar index	2.447877613966035
3181	2057	FALSE	0.06666666666666667	370	Adamic/Adar index	0
823	1983	FALSE	11.5	90602	Adamic/Adar index	1.50713243890201
2183	391	FALSE	2.9444444444444446	18972	Adamic/Adar index	1.015067221266492
3927	3513	FALSE	2.365079365079365	17751	Adamic/Adar index	0.37283779512789206
130	697	FALSE	4.089285714285714	28560	Adamic/Adar index	1.1367239383266596
3958	2228	FALSE	3.506172839506173	24696	Adamic/Adar index	0.1680490789293225
2283	482	FALSE	3.748148148148148	26754	Adamic/Adar index	0.48743963338798646
3771	2514	FALSE	1.471604938271605	11956	Adamic/Adar index	0.7097293011986373
2090	3060	FALSE	1.2793650793650793	11532	Adamic/Adar index	0.5357819164427939
3062	640	FALSE	0.74	5876	Adamic/Adar index	0.17345478791101224
3839	1644	FALSE	1.3216783216783217	9676	Adamic/Adar index	0.37263031867722607
2117	3979	FALSE	5.2	41734	Adamic/Adar index	2.310206459177785
1217	3298	FALSE	1.3068181818181819	11591	Adamic/Adar index	0
2526	2684	FALSE	5.052631578947368	36125	Adamic/Adar index	3.6924506182612267
3861	3492	FALSE	4.263888888888889	35512	Adamic/Adar index	1.213816306042181
1701	2388	FALSE	3.5	28304	Adamic/Adar index	4.295450330925829
3104	2965	FALSE	0.5524475524475524	4697	Adamic/Adar index	0
320	2684	FALSE	0.8881578947368421	7055	Adamic/Adar index	0.30318209293703535
3638	3723	FALSE	2.593984962406015	19552	Adamic/Adar index	0
3093	958	FALSE	10	67945	Adamic/Adar index	3.097232730607876
2814	1024	FALSE	1.3625	9622	Adamic/Adar index	0.7059753257372591
2338	3042	FALSE	1.9166666666666667	14980	Adamic/Adar index	0.922899486314158
338	920	FALSE	9.411764705882353	70070	Adamic/Adar index	7.010324481579627
2947	3471	FALSE	1.7215909090909092	13930	Adamic/Adar index	1.1650006494500171
875	1189	FALSE	7.015151515151516	47952	Adamic/Adar index	4.137719577941788
1504	1259	FALSE	2.75	18615	Adamic/Adar index	0.6555150997813978
3216	3063	FALSE	0.65	4888	Adamic/Adar index	0
4082	3575	FALSE	3.638888888888889	26796	Adamic/Adar index	0.8233022335479085
4078	3230	FALSE	1.8681818181818182	14850	Adamic/Adar index	0.7236942092416735
2085	3749	FALSE	0.44129554655870445	3741	Adamic/Adar index	0
2851	857	FALSE	1.3981481481481481	10842	Adamic/Adar index	0.5827836908722507
73	3232	FALSE	0.8416666666666667	6820	Adamic/Adar index	0.14655694955010296
1738	3131	FALSE	2.0961538461538463	13984	Adamic/Adar index	0.6212776654381551
410	970	FALSE	10.972222222222221	76479	Adamic/Adar index	3.8337122281470113
2949	3302	FALSE	0.10204081632653061	672	Adamic/Adar index	0
1601	1070	FALSE	19	154245	Adamic/Adar index	11.902932771387572
2076	184	FALSE	5.944444444444445	48465	Adamic/Adar index	5.9060586783942455
2414	833	FALSE	9.333333333333334	61600	Adamic/Adar index	6.094914471793647
3062	1844	FALSE	1.3352941176470587	11978	Adamic/Adar index	0.4863719371610132
1305	4066	FALSE	18.291666666666668	126024	Adamic/Adar index	6.809848653670008
2779	3657	FALSE	0.7041666666666667	5678	Adamic/Adar index	0
280	3723	FALSE	2.0116959064327484	14194	Adamic/Adar index	1.1328002330489673
892	1091	FALSE	3.568421052631579	26235	Adamic/Adar index	1.3964986542798539
1191	1790	FALSE	0.7301587301587301	5313	Adamic/Adar index	0.16902735731768975
