"","auroc","mxe","w_mae","feature","metaedge"
"1",0.989391753648324,0.025486250406117,0.335605338793949,"xswap_prior","AdG"
"2",0.989155545065626,0.0264086656981477,0.384588604233082,"analytic_prior","AdG"
"3",0.989143747258867,0.028455706783758,0.414023591717251,"scaled_degree","AdG"
"4",0.987350302319437,0.068241839192346,0.173732167691099,"xswap_prior","AeG"
"5",0.986865547790524,0.0879699030305684,0.321350844718486,"analytic_prior","AeG"
"6",0.986853016872601,0.1121722224461,0.385025736576305,"scaled_degree","AeG"
"7",0.769710850808716,0.211416453585288,0.46408715003319,"xswap_prior","AlD"
"8",0.768807304083819,0.212224329426958,0.47156325391731,"analytic_prior","AlD"
"9",0.768762034920157,0.218054708715047,0.471996242502344,"scaled_degree","AlD"
"10",0.985080141736063,0.0276995599365377,0.378283171465582,"xswap_prior","AuG"
"11",0.984900016314479,0.0281125214876088,0.405409001860648,"analytic_prior","AuG"
"12",0.984888770788426,0.0282114189722516,0.403363164639629,"scaled_degree","AuG"
"13",0.993975643086952,0.00157515363764482,0.449990895578028,"xswap_prior","CbG"
"14",0.993961401156938,0.00158144890331841,0.460693334599126,"analytic_prior","CbG"
"15",0.993961959427556,0.00192933103752844,0.49104972178298,"scaled_degree","CbG"
"16",0.959710491068895,0.0116471005587177,0.472450275616534,"xswap_prior","CCpG"
"17",0.959671181627231,0.011652017579631,0.475258525130644,"analytic_prior","CCpG"
"18",0.959679958139205,0.0116710089745216,0.468652329050472,"scaled_degree","CCpG"
"19",0.9634958949777,0.0404607367664017,0.334592315894114,"xswap_prior","CcSE"
"20",0.963201092804322,0.0422474453132123,0.397750062643578,"analytic_prior","CcSE"
"21",0.963195010206783,0.0575282731413492,0.469081081232759,"scaled_degree","CcSE"
"22",0.997063259897497,0.00223186759641692,0.415919117597923,"xswap_prior","CdG"
"23",0.997004971414726,0.00225529557431671,0.43653178215082,"analytic_prior","CdG"
"24",0.997003098736965,0.00242275074253784,0.454534814017787,"scaled_degree","CdG"
"25",0.900772405002582,0.0112478282598761,0.493918042477669,"xswap_prior","CiPC"
"26",0.900191567905812,0.0112527310232603,0.494062488418971,"analytic_prior","CiPC"
"27",0.900213484262473,0.0147674224398933,0.478098585256907,"scaled_degree","CiPC"
"28",0.990652745892717,0.00667751697631418,0.449780579634559,"xswap_prior","CpD"
"29",0.990652419692536,0.00668738666820198,0.45453812472178,"analytic_prior","CpD"
"30",0.990648686512686,0.00794233332407927,0.42653659754382,"scaled_degree","CpD"
"31",0.872083663354773,0.026997903461867,0.484833546373703,"xswap_prior","CrC"
"32",0.871955473144242,0.0269998140997875,0.485685646762298,"analytic_prior","CrC"
"33",0.872470375186206,0.0358034820208614,0.440900075215386,"scaled_degree","CrC"
"34",0.979511418073251,0.0132883883115394,0.446813233607506,"xswap_prior","CtD"
"35",0.979534451799045,0.0133221619928732,0.455827494138231,"analytic_prior","CtD"
"36",0.979511752529576,0.0149057139505348,0.468977804889692,"scaled_degree","CtD"
"37",0.996798918467275,0.00212242427118645,0.433432036485043,"xswap_prior","CuG"
"38",0.996733874738027,0.00213575211877871,0.447541852110481,"analytic_prior","CuG"
"39",0.996732327523432,0.00232360141195065,0.45670377563523,"scaled_degree","CuG"
"40",0.967520950200847,0.0170931778740023,0.446076303589525,"xswap_prior","DaG"
"41",0.967526540544323,0.0171544028753581,0.456372675724083,"analytic_prior","DaG"
"42",0.967520731105448,0.0180981837258145,0.472272564918207,"scaled_degree","DaG"
"43",0.97524559266007,0.0109837229031026,0.475795242136661,"xswap_prior","DdG"
"44",0.975246838613605,0.0109848155178891,0.476645482424476,"analytic_prior","DdG"
"45",0.975247710847545,0.030319404982912,0.37678324742311,"scaled_degree","DdG"
"46",0.828592161148616,0.174014795065163,0.443347564609778,"xswap_prior","DpS"
"47",0.828577319219213,0.174957401735005,0.456525307039741,"analytic_prior","DpS"
"48",0.828540065844951,0.181714771371249,0.4660895535042,"scaled_degree","DpS"
"49",0.803493439662632,0.181258104707473,0.441263697815743,"xswap_prior","DrD"
"50",0.805562646188987,0.181929181187881,0.453246645398509,"analytic_prior","DrD"
"51",0.806420083423342,0.191747594098945,0.43873739380492,"scaled_degree","DrD"
"52",0.976313210258715,0.0109836794460151,0.473871624392431,"xswap_prior","DuG"
"53",0.976333500878398,0.0109857475912179,0.475000060626717,"analytic_prior","DuG"
"54",0.976318746876734,0.016299637448654,0.410106697587655,"scaled_degree","DuG"
"55",0.949287201696472,0.00825855145621229,0.479428304032728,"xswap_prior","GpMF"
"56",0.949314163207791,0.00826026130873686,0.481082266157193,"analytic_prior","GpMF"
"57",0.949328542895659,0.00867087532704402,0.461291935659312,"scaled_degree","GpMF"
"58",0.950965567548921,0.0105661149200587,0.466794424075398,"xswap_prior","GpPW"
"59",0.951012535793743,0.0105863286644235,0.472885905361373,"analytic_prior","GpPW"
"60",0.95102271322599,0.0125526939277481,0.493195817266695,"scaled_degree","GpPW"
