"","feature","bin_number","num_edges","bin_size","bin_mean_feature","bin_std_feature","expected_percent_correct","lower_ci","upper_ci","metaedge"
"18","xswap_prior",18,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"19","xswap_prior",19,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"20","xswap_prior",20,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"21","xswap_prior",21,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"22","xswap_prior",22,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"23","xswap_prior",23,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"24","xswap_prior",24,8796,336796,0.0304145601952628,0.0310381463581941,0.0261181067527324,0.0255821513388662,0.0266593927998625,"AdG"
"25","xswap_prior",25,93444,336795,0.27315280150975,0.164950238326636,0.27745133552655,0.275940452262652,0.278964722236026,"AdG"
"26","analytic_prior",1,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"27","analytic_prior",2,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"28","analytic_prior",3,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"29","analytic_prior",4,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"30","analytic_prior",5,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"31","analytic_prior",6,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"32","analytic_prior",7,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"33","analytic_prior",8,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"34","analytic_prior",9,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"35","analytic_prior",10,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"36","analytic_prior",11,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"37","analytic_prior",12,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"38","analytic_prior",13,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"39","analytic_prior",14,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"40","analytic_prior",15,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"41","analytic_prior",16,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"42","analytic_prior",17,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"43","analytic_prior",18,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"44","analytic_prior",19,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"45","analytic_prior",20,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"46","analytic_prior",21,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"47","analytic_prior",22,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"48","analytic_prior",23,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"49","analytic_prior",24,8899,336796,0.0323209089619884,0.0314697687039721,0.0264239289542365,0.0258849125960373,0.0269682725060508,"AdG"
"50","analytic_prior",25,93341,336795,0.20490189172945,0.0940398881169461,0.277145512417012,0.275635144686285,0.278658387033513,"AdG"
"51","scaled_degree",1,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"52","scaled_degree",2,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"53","scaled_degree",3,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"54","scaled_degree",4,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"55","scaled_degree",5,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"56","scaled_degree",6,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"57","scaled_degree",7,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"58","scaled_degree",8,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"59","scaled_degree",9,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"60","scaled_degree",10,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"61","scaled_degree",11,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"62","scaled_degree",12,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"63","scaled_degree",13,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"64","scaled_degree",14,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"65","scaled_degree",15,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"66","scaled_degree",16,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"67","scaled_degree",17,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"68","scaled_degree",18,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"69","scaled_degree",19,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"70","scaled_degree",20,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"71","scaled_degree",21,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"72","scaled_degree",22,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AdG"
"73","scaled_degree",23,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AdG"
"74","scaled_degree",24,8889,336796,0.0179788601093813,0.0177663652215763,0.0263942374783623,0.0258555174551614,0.0269382850291254,"AdG"
"75","scaled_degree",25,93351,336795,0.143972727033929,0.0959709505672392,0.277175203981045,0.275664786159968,0.278688128353896,"AdG"
"76","xswap_prior",1,4,336796,0,0,1.33611641433861e-05,4.00895218242936e-06,2.82405343784528e-05,"AeG"
"77","xswap_prior",2,25,336796,0,0,7.57132634791878e-05,4.92318439760532e-05,0.000107802229408152,"AeG"
"78","xswap_prior",3,2,336795,0,0,7.42289100820675e-06,1.23400429287169e-06,1.90507702539286e-05,"AeG"
"79","xswap_prior",4,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"80","xswap_prior",5,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AeG"
"81","xswap_prior",6,2,336796,0,0,7.42286896854782e-06,1.23400062891404e-06,1.9050713689625e-05,"AeG"
"82","xswap_prior",7,4,336796,0,0,1.33611641433861e-05,4.00895218242936e-06,2.82405343784528e-05,"AeG"
"83","xswap_prior",8,4,336795,0,0,1.33612038147721e-05,4.00896408570876e-06,2.8240618228517e-05,"AeG"
"84","xswap_prior",9,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"85","xswap_prior",10,1,336795,0,0,4.45373460492405e-06,3.20366110304944e-07,1.38783914148843e-05,"AeG"
"86","xswap_prior",11,5,336796,0,0,1.63303117308052e-05,5.66479847763873e-06,3.25417152214361e-05,"AeG"
"87","xswap_prior",12,3,336796,0,0,1.03920165559669e-05,2.50874911345242e-06,2.37720064613407e-05,"AeG"
"88","xswap_prior",13,18,336795,1.60135736458384e-06,2.02164904992784e-06,5.49293934607299e-05,3.28179437742969e-05,8.26424371259589e-05,"AeG"
"89","xswap_prior",14,77,336796,1.45425375791666e-05,5.64076963316203e-06,0.000230108938024982,0.000181750314488568,0.000284084211622408,"AeG"
"90","xswap_prior",15,172,336795,4.11140953156707e-05,1.23689370036536e-05,0.000512179479566266,0.000438614083482726,0.000591361262363256,"AeG"
"91","xswap_prior",16,241,336796,0.000101752503543974,2.44817705081643e-05,0.000717049142361719,0.00062948648055842,0.000810226541826121,"AeG"
"92","xswap_prior",17,400,336796,0.000217235970027307,4.54080219247798e-05,0.00118914360876136,0.00107558239343265,0.00130831491755177,"AeG"
"93","xswap_prior",18,489,336795,0.000442747083505545,9.22255559061722e-05,0.00145340205940688,0.00132756949457278,0.00158484194560502,"AeG"
"94","xswap_prior",19,705,336796,0.000952149018879483,0.000219571896465065,0.00209473362292419,0.00194314404310404,0.00225192354639739,"AeG"
"95","xswap_prior",20,1417,336795,0.0023142626191266,0.000664168718076674,0.00420877920165323,0.00399294285243322,0.00443019241841082,"AeG"
"96","xswap_prior",21,4108,336796,0.00752474343730945,0.00291242223215533,0.0121987428629115,0.0118307660659506,0.0125722068190098,"AeG"
"97","xswap_prior",22,14728,336796,0.0353660185141107,0.0164192925308233,0.0437310902413026,0.0430430256352466,0.0444242873714324,"AeG"
"98","xswap_prior",23,46349,336795,0.162004169445695,0.0628903230818108,0.137618914713951,0.136457491767675,0.138784414074983,"AeG"
"99","xswap_prior",24,155535,336796,0.488406580129661,0.11965125396534,0.461807854583028,0.46012437835509,0.463491760432476,"AeG"
"100","xswap_prior",25,302118,336795,0.865600857503584,0.0878208117844198,0.897037078825164,0.896008464787917,0.898061226605638,"AeG"
"101","analytic_prior",1,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"102","analytic_prior",2,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"103","analytic_prior",3,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AeG"
"104","analytic_prior",4,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"105","analytic_prior",5,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AeG"
"106","analytic_prior",6,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"107","analytic_prior",7,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"108","analytic_prior",8,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AeG"
"109","analytic_prior",9,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"110","analytic_prior",10,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AeG"
"111","analytic_prior",11,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"112","analytic_prior",12,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"113","analytic_prior",13,28,336795,3.06752600852427e-05,1.82220754354742e-05,8.46209574935569e-05,5.64545496126745e-05,0.000118396542341817,"AeG"
"114","analytic_prior",14,56,336796,9.95791771689537e-05,2.2252031862994e-05,0.000167756838689181,0.000126893388951869,0.000214235679118511,"AeG"
"115","analytic_prior",15,91,336795,0.000200429506607572,3.48691810664741e-05,0.000271677810900367,0.000218880983736808,0.000330091642412919,"AeG"
"116","analytic_prior",16,156,336796,0.000344449219580029,5.00836083244672e-05,0.000464671597431094,0.000394736743778871,0.000540223114812114,"AeG"
"117","analytic_prior",17,240,336796,0.000581796529541325,8.92660188480616e-05,0.0007140799947743,0.000626704643854877,0.000807070109771276,"AeG"
"118","analytic_prior",18,363,336795,0.00099806389423841,0.000164074879673179,0.00107928835259326,0.000971229212664137,0.00119295873543022,"AeG"
"119","analytic_prior",19,707,336796,0.00187728596751333,0.000388506659953677,0.00210067191809903,0.00194886402890384,0.00225808008576964,"AeG"
"120","analytic_prior",20,1270,336795,0.00428863686009201,0.00110332199263376,0.00377231321037067,0.00356808172972948,0.00398212643532527,"AeG"
"121","analytic_prior",21,3741,336796,0.0125080752315321,0.00479741865953687,0.0111090656983287,0.0107578456205401,0.0114657851833304,"AeG"
"122","analytic_prior",22,16941,336796,0.0562771155352189,0.0213260268232775,0.0503018138522612,0.0495661911958199,0.0510424951225709,"AeG"
"123","analytic_prior",23,51341,336795,0.154075462293027,0.035087959023642,0.152440943479139,0.151228953104669,0.153656843536346,"AeG"
"124","analytic_prior",24,151099,336796,0.291803136595895,0.0423820683663892,0.448636715885237,0.446957313794174,0.450316695759279,"AeG"
"125","analytic_prior",25,300374,336795,0.465283187027258,0.070392123288202,0.891858870057839,0.8908078326476,0.89290549946037,"AeG"
"126","scaled_degree",1,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"127","scaled_degree",2,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"128","scaled_degree",3,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AeG"
"129","scaled_degree",4,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"130","scaled_degree",5,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AeG"
"131","scaled_degree",6,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"132","scaled_degree",7,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"133","scaled_degree",8,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AeG"
"134","scaled_degree",9,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"135","scaled_degree",10,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AeG"
"136","scaled_degree",11,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"137","scaled_degree",12,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AeG"
"138","scaled_degree",13,26,336795,1.0958685379274e-05,6.50988061534667e-06,7.86826446869915e-05,5.16289544517941e-05,0.000111344479657591,"AeG"
"139","scaled_degree",14,58,336796,3.55758527201843e-05,7.95047887681614e-06,0.000173695133864019,0.000132063341525947,0.000220942497854151,"AeG"
"140","scaled_degree",15,90,336795,7.16121940530339e-05,1.24605336711873e-05,0.000268708654497084,0.000216217010220697,0.000326817287301321,"AeG"
"141","scaled_degree",16,156,336796,0.000123085378775332,1.79024750446274e-05,0.000464671597431094,0.000394736743778871,0.000540223114812114,"AeG"
"142","scaled_degree",17,242,336796,0.00020794630040049,3.19226690485347e-05,0.000720018289949138,0.000632268705726733,0.000813382585358516,"AeG"
"143","scaled_degree",18,361,336795,0.000356872933819704,5.87230947190332e-05,0.0010733500397867,0.000965596162207483,0.00118671522090664,"AeG"
"144","scaled_degree",19,708,336796,0.000671845230025331,0.000139293721351288,0.00210364106568645,0.00195172413825718,0.0022611582389989,"AeG"
"145","scaled_degree",20,1272,336795,0.0015386034435566,0.000397465649061022,0.00377825152317723,0.00357385772290182,0.00398822700146659,"AeG"
"146","scaled_degree",21,3751,336796,0.00452197931061345,0.00175151934280091,0.0111387571742029,0.0107870695122567,0.0114959439096523,"AeG"
"147","scaled_degree",22,16895,336796,0.0213265225602311,0.00850924757898957,0.0501652330632399,0.0494305609865487,0.050904965290126,"AeG"
"148","scaled_degree",23,51440,336795,0.0650254566745863,0.0174242161862201,0.152734889963064,0.151521938819819,0.15395174748246,"AeG"
"149","scaled_degree",24,151011,336796,0.146907321704429,0.0299402643822961,0.448375430897544,0.446696121641087,0.450055320876162,"AeG"
"150","scaled_degree",25,300397,336795,0.317568112546114,0.097774887887124,0.891927160655115,0.890876413939542,0.892973498594785,"AeG"
"151","xswap_prior",1,0,2203,3.94566849401166e-05,0.000230977075359423,0.000226860254083485,2.22868263114721e-07,0.00113945836886467,"AlD"
"152","xswap_prior",2,12,2203,0.00461398791857258,0.00148748497596012,0.00567150635208711,0.00298104020247244,0.00920678231822258,"AlD"
"153","xswap_prior",3,27,2203,0.00868150498313912,0.00118711009017186,0.0124773139745917,0.00827666737401582,0.0175138807514867,"AlD"
"154","xswap_prior",4,15,2203,0.0121938747438067,0.00082970566993877,0.00703266787658802,0.00398584024526336,0.0109229725028959,"AlD"
"155","xswap_prior",5,21,2203,0.0149641722326697,0.00101104944933271,0.00975499092558984,0.00608913727392542,0.0142607989577407,"AlD"
"156","xswap_prior",6,46,2203,0.018679767849037,0.00100511699962433,0.0210980036297641,0.0155217678568864,0.0274962763655684,"AlD"
"157","xswap_prior",7,44,2203,0.0222033071785228,0.000675626093045455,0.0201905626134301,0.0147430286698102,0.0264616329137914,"AlD"
"158","xswap_prior",8,48,2203,0.0254316905518449,0.00113835037589361,0.022005444646098,0.0163034168327803,0.0285280049865696,"AlD"
"159","xswap_prior",9,53,2203,0.0293880098566889,0.00108605718642646,0.0242740471869328,0.0182691634066478,0.0310956840817429,"AlD"
"160","xswap_prior",10,67,2203,0.0325361520005188,0.00139582623590107,0.0306261343012704,0.023846560692402,0.0382117829649354,"AlD"
"161","xswap_prior",11,80,2203,0.0373356202580896,0.0013355224752165,0.036524500907441,0.0291009767505269,0.0447441089142177,"AlD"
"162","xswap_prior",12,84,2203,0.0408961920613305,0.00105285265996053,0.0383393829401089,0.0307294885349505,0.0467422776956897,"AlD"
"163","xswap_prior",13,87,2203,0.0458125831924407,0.00166503103989999,0.0397005444646098,0.0319540866520317,0.0482376877942978,"AlD"
"164","xswap_prior",14,105,2203,0.0506063404974771,0.00166053874475325,0.0478675136116152,0.039352373688198,0.0571594197486026,"AlD"
"165","xswap_prior",15,141,2203,0.0562500189136027,0.00197090517382751,0.0642014519056261,0.0543512376833791,0.0748005008299061,"AlD"
"166","xswap_prior",16,148,2203,0.0615218194885762,0.00125946723399555,0.0673774954627949,0.0572921947692919,0.0782061912702126,"AlD"
"167","xswap_prior",17,151,2203,0.0671904857013164,0.002093617819759,0.0687386569872958,0.0585546802520433,0.0796636969978511,"AlD"
"168","xswap_prior",18,146,2203,0.0744867275849139,0.00212491008410269,0.066470054446461,0.0564512185932424,0.0772338397838404,"AlD"
"169","xswap_prior",19,204,2203,0.0829659732775464,0.00336339912371361,0.0927858439201452,0.0810308348853483,0.105240680300032,"AlD"
"170","xswap_prior",20,217,2203,0.0940303676804358,0.00366984920347626,0.0986842105263158,0.086585648531147,0.111472477483764,"AlD"
"171","xswap_prior",21,245,2203,0.106749341806627,0.00401154597677558,0.111388384754991,0.0985951100176448,0.124849555878323,"AlD"
"172","xswap_prior",22,279,2203,0.121841579664094,0.00545483824314352,0.126814882032668,0.113250335171588,0.141020834685327,"AlD"
"173","xswap_prior",23,340,2203,0.144013963642652,0.00784130117100261,0.154491833030853,0.139707046137359,0.169870483134498,"AlD"
"174","xswap_prior",24,428,2203,0.183713793960616,0.0155032902247412,0.194419237749546,0.178166612079235,0.211197120800701,"AlD"
"175","xswap_prior",25,614,2202,0.299032129881926,0.0807647657666917,0.278937812074444,0.2604071126894,0.297848681397041,"AlD"
"176","analytic_prior",1,0,2203,3.78062018805813e-05,0.000225062895156823,0.000226860254083485,2.22868263114721e-07,0.00113945836886467,"AlD"
"177","analytic_prior",2,11,2203,0.00505556292684519,0.00153223294191145,0.00521778584392015,0.00265568056180512,0.00862502488195382,"AlD"
"178","analytic_prior",3,22,2203,0.00931771834340601,0.00108697856720135,0.0102087114337568,0.00644880565034639,0.0148079235336602,"AlD"
"179","analytic_prior",4,22,2203,0.0128429728464471,0.000991225835457313,0.0102087114337568,0.00644880565034639,0.0148079235336602,"AlD"
"180","analytic_prior",5,23,2203,0.016158741581624,0.000957069336365528,0.0106624319419238,0.00681060786082857,0.0153529028748662,"AlD"
"181","analytic_prior",6,39,2203,0.0193306046838672,0.000903714173991187,0.0179219600725953,0.0128102471641948,0.0238609306925933,"AlD"
"182","analytic_prior",7,43,2203,0.0225654283032062,0.000827810372140776,0.0197368421052632,0.0143548102481042,0.0259431579062399,"AlD"
"183","analytic_prior",8,51,2203,0.0257430832898599,0.0010052322420506,0.0233666061705989,0.0174809683045493,0.0300705117502803,"AlD"
"184","analytic_prior",9,60,2203,0.0293090283592836,0.00090448355226219,0.0274500907441016,0.0210457039941116,0.0346659056911337,"AlD"
"185","analytic_prior",10,76,2203,0.0326972922504154,0.00104085369303254,0.0347096188747731,0.0274776895159711,0.0427407117309518,"AlD"
"186","analytic_prior",11,77,2203,0.0366420425326768,0.00123701428121626,0.0351633393829401,0.0278830005021071,0.043242072243158,"AlD"
"187","analytic_prior",12,81,2203,0.040197228705639,0.00119603450173529,0.036978221415608,0.029507629448522,0.0452441266965621,"AlD"
"188","analytic_prior",13,94,2203,0.0443149079920474,0.00119538115608883,0.0428765880217786,0.0348213994471733,0.0517170545682328,"AlD"
"189","analytic_prior",14,105,2203,0.0487861144981199,0.00141620208933723,0.0478675136116152,0.039352373688198,0.0571594197486026,"AlD"
"190","analytic_prior",15,133,2203,0.0533869866001644,0.00135991218920185,0.0605716878402904,0.0509989460599259,0.0708994783312618,"AlD"
"191","analytic_prior",16,144,2203,0.0584544415649852,0.00152835828705441,0.065562613430127,0.0556107991800357,0.0762609313762235,"AlD"
"192","analytic_prior",17,165,2203,0.0637929044715363,0.00168329481217141,0.0750907441016334,0.064461583891476,0.0864500816967175,"AlD"
"193","analytic_prior",18,144,2203,0.0698824672301124,0.00182591656439163,0.065562613430127,0.0556107991800357,0.0762609313762235,"AlD"
"194","analytic_prior",19,191,2203,0.0770514365153886,0.0021526680240919,0.0868874773139746,0.0754909188038365,0.0989939830888267,"AlD"
"195","analytic_prior",20,213,2203,0.0856499526794393,0.00283795559742955,0.0968693284936479,0.0848749630827252,0.109556513681416,"AlD"
"196","analytic_prior",21,258,2203,0.0953659651388558,0.00318244884313655,0.117286751361162,0.10418987567233,0.131041395632284,"AlD"
"197","analytic_prior",22,266,2203,0.10780248797588,0.00437695571368986,0.120916515426497,0.107638278035081,0.134846288290443,"AlD"
"198","analytic_prior",23,339,2203,0.12532281002413,0.00597113692001054,0.154038112522686,0.139271849009213,0.169399018747511,"AlD"
"199","analytic_prior",24,442,2203,0.153808921008316,0.011087047933393,0.200771324863884,0.184311812222817,0.217745178966329,"AlD"
"200","analytic_prior",25,603,2202,0.234234665334165,0.0562902670940942,0.273944620971403,0.255522445596113,0.292755552575477,"AlD"
"201","scaled_degree",1,0,2203,2.95525041609926e-05,0.000175928070389523,0.000226860254083485,2.22868263114721e-07,0.00113945836886467,"AlD"
"202","scaled_degree",2,11,2203,0.00395944450748979,0.00120292147681216,0.00521778584392015,0.00265568056180512,0.00862502488195382,"AlD"
"203","scaled_degree",3,22,2203,0.00731985975563625,0.000861058403413692,0.0102087114337568,0.00644880565034639,0.0148079235336602,"AlD"
"204","scaled_degree",4,22,2203,0.0101188759330711,0.000791542050393756,0.0102087114337568,0.00644880565034639,0.0148079235336602,"AlD"
"205","scaled_degree",5,23,2203,0.0127711146731729,0.000768665894513745,0.0106624319419238,0.00681060786082857,0.0153529028748662,"AlD"
"206","scaled_degree",6,39,2203,0.0153183435151561,0.000727028277287499,0.0179219600725953,0.0128102471641948,0.0238609306925933,"AlD"
"207","scaled_degree",7,38,2203,0.0179358088086952,0.000672220527926831,0.0174682395644283,0.0124263373966193,0.023338138088715,"AlD"
"208","scaled_degree",8,56,2203,0.0205173185555051,0.00082501115981379,0.0256352087114338,0.0194558563604219,0.0326290362026822,"AlD"
"209","scaled_degree",9,61,2203,0.0234376970166944,0.000749478695337241,0.0279038112522686,0.0214444326970712,0.0351738547718593,"AlD"
"210","scaled_degree",10,75,2203,0.0262246951757704,0.000877989184117086,0.0342558983666062,0.0270727298183274,0.0422389996501892,"AlD"
"211","scaled_degree",11,75,2203,0.029506697779543,0.00104752744398886,0.0342558983666062,0.0270727298183274,0.0422389996501892,"AlD"
"212","scaled_degree",12,83,2203,0.0324619481956423,0.00100401739263953,0.0378856624319419,0.0303218908554377,0.0462432055644426,"AlD"
"213","scaled_degree",13,93,2203,0.0359389973268775,0.000997055401414589,0.0424228675136116,0.0344109733252797,0.0512208126655638,"AlD"
"214","scaled_degree",14,109,2203,0.0397395478703283,0.00121462330711374,0.0496823956442831,0.0410068649189771,0.05913159396584,"AlD"
"215","scaled_degree",15,132,2203,0.0436701294320876,0.00119416729473517,0.0601179673321234,0.0505806060641659,0.0704111538377966,"AlD"
"216","scaled_degree",16,141,2203,0.0480617300587583,0.00132250887430109,0.0642014519056261,0.0543512376833791,0.0748005008299061,"AlD"
