"","feature","bin_number","num_edges","bin_size","bin_mean_feature","bin_std_feature","expected_percent_correct","lower_ci","upper_ci","metaedge"
"217","scaled_degree",17,168,2203,0.0527198942729611,0.00148783832734176,0.0764519056261343,0.065730442715821,0.0879012124798073,"AlD"
"218","scaled_degree",18,141,2203,0.0580917514626519,0.00162943875360605,0.0642014519056261,0.0543512376833791,0.0748005008299061,"AlD"
"219","scaled_degree",19,193,2203,0.0645168599006405,0.00193396086186827,0.0877949183303085,0.0763421909986406,0.0999560361962499,"AlD"
"220","scaled_degree",20,212,2203,0.0723525093622333,0.00259581271867287,0.0964156079854809,0.0844474981829545,0.109077316237056,"AlD"
"221","scaled_degree",21,262,2203,0.0813293780261764,0.00297431927332806,0.119101633393829,0.105913570713474,0.132944348156374,"AlD"
"222","scaled_degree",22,259,2203,0.0931395437723811,0.00420195443532729,0.117740471869328,0.104620703428458,0.131517229778014,"AlD"
"223","scaled_degree",23,342,2203,0.110286596245019,0.00591193328640573,0.155399274047187,0.140577576820066,0.170813275472717,"AlD"
"224","scaled_degree",24,442,2203,0.139708084304232,0.0118250504396354,0.200771324863884,0.184311812222817,0.217745178966329,"AlD"
"225","scaled_degree",25,603,2202,0.239039221761782,0.0851210898183197,0.273944620971403,0.255522445596113,0.292755552575477,"AlD"
"226","xswap_prior",1,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"227","xswap_prior",2,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"228","xswap_prior",3,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"229","xswap_prior",4,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"230","xswap_prior",5,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"231","xswap_prior",6,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"232","xswap_prior",7,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"233","xswap_prior",8,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"234","xswap_prior",9,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"235","xswap_prior",10,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"236","xswap_prior",11,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"237","xswap_prior",12,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"238","xswap_prior",13,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"239","xswap_prior",14,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"240","xswap_prior",15,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"241","xswap_prior",16,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"242","xswap_prior",17,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"243","xswap_prior",18,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"244","xswap_prior",19,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"245","xswap_prior",20,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"246","xswap_prior",21,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"247","xswap_prior",22,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"248","xswap_prior",23,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"249","xswap_prior",24,13390,336796,0.0473133384429393,0.0397335621124471,0.0397583707693358,0.0391010791526982,0.040420839596257,"AuG"
"250","xswap_prior",25,84458,336795,0.243213399444089,0.108338586139091,0.250770496086652,0.249308005266591,0.252235790484332,"AuG"
"251","analytic_prior",1,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"252","analytic_prior",2,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"253","analytic_prior",3,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"254","analytic_prior",4,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"255","analytic_prior",5,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"256","analytic_prior",6,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"257","analytic_prior",7,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"258","analytic_prior",8,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"259","analytic_prior",9,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"260","analytic_prior",10,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"261","analytic_prior",11,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"262","analytic_prior",12,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"263","analytic_prior",13,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"264","analytic_prior",14,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"265","analytic_prior",15,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"266","analytic_prior",16,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"267","analytic_prior",17,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"268","analytic_prior",18,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"269","analytic_prior",19,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"270","analytic_prior",20,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"271","analytic_prior",21,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"272","analytic_prior",22,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"273","analytic_prior",23,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"274","analytic_prior",24,14102,336796,0.0462781165244354,0.037540067538076,0.0418724038515782,0.0411985296002473,0.0425514315340488,"AuG"
"275","analytic_prior",25,83746,336795,0.193326608511781,0.0681518241780962,0.248656456727515,0.247198106204482,0.250117634608933,"AuG"
"276","scaled_degree",1,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"277","scaled_degree",2,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"278","scaled_degree",3,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"279","scaled_degree",4,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"280","scaled_degree",5,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"281","scaled_degree",6,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"282","scaled_degree",7,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"283","scaled_degree",8,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"284","scaled_degree",9,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"285","scaled_degree",10,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"286","scaled_degree",11,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"287","scaled_degree",12,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"288","scaled_degree",13,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"289","scaled_degree",14,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"290","scaled_degree",15,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"291","scaled_degree",16,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"292","scaled_degree",17,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"293","scaled_degree",18,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"294","scaled_degree",19,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"295","scaled_degree",20,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"296","scaled_degree",21,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"297","scaled_degree",22,0,336796,0,0,1.48457379370956e-06,1.4579573205745e-09,7.45831857156377e-06,"AuG"
"298","scaled_degree",23,0,336795,0,0,1.48457820164135e-06,1.45796164948745e-09,7.45834071644486e-06,"AuG"
"299","scaled_degree",24,14037,336796,0.0391693707525844,0.0323685581045382,0.041679409258396,0.0410070288636666,0.0423569452551202,"AuG"
"300","scaled_degree",25,83811,336795,0.193446004523464,0.0924147291591081,0.248849451893728,0.24739072146191,0.250311007512935,"AuG"
"301","xswap_prior",1,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"302","xswap_prior",2,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"303","xswap_prior",3,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"304","xswap_prior",4,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"305","xswap_prior",5,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"306","xswap_prior",6,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"307","xswap_prior",7,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"308","xswap_prior",8,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"309","xswap_prior",9,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"310","xswap_prior",10,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"311","xswap_prior",11,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"312","xswap_prior",12,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"313","xswap_prior",13,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"314","xswap_prior",14,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"315","xswap_prior",15,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"316","xswap_prior",16,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"317","xswap_prior",17,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"318","xswap_prior",18,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"319","xswap_prior",19,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"320","xswap_prior",20,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"321","xswap_prior",21,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"322","xswap_prior",22,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"323","xswap_prior",23,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"324","xswap_prior",24,325,1300266,0.000259100792984528,0.000209411746487253,0.000250333200796452,0.00022387671899162,0.000278245490664533,"CbG"
"325","xswap_prior",25,11246,1300265,0.0086398542207236,0.0293775337807271,0.00864938404910995,0.00849093959881365,0.00880926014894035,"CbG"
"326","analytic_prior",1,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"327","analytic_prior",2,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"328","analytic_prior",3,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"329","analytic_prior",4,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"330","analytic_prior",5,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"331","analytic_prior",6,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"332","analytic_prior",7,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"333","analytic_prior",8,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"334","analytic_prior",9,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"335","analytic_prior",10,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"336","analytic_prior",11,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"337","analytic_prior",12,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"338","analytic_prior",13,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"339","analytic_prior",14,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"340","analytic_prior",15,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"341","analytic_prior",16,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"342","analytic_prior",17,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"343","analytic_prior",18,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"344","analytic_prior",19,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"345","analytic_prior",20,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"346","analytic_prior",21,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"347","analytic_prior",22,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"348","analytic_prior",23,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"349","analytic_prior",24,337,1300266,0.000293103738420652,0.000231077902275127,0.000259562074558533,0.000232608888262128,0.000287971053494499,"CbG"
"350","analytic_prior",25,11234,1300265,0.00786994798421391,0.0228839318826106,0.00864015516825019,0.00848179492683253,0.00879994708608234,"CbG"
"351","scaled_degree",1,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"352","scaled_degree",2,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"353","scaled_degree",3,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"354","scaled_degree",4,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"355","scaled_degree",5,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"356","scaled_degree",6,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"357","scaled_degree",7,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"358","scaled_degree",8,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"359","scaled_degree",9,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"360","scaled_degree",10,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"361","scaled_degree",11,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"362","scaled_degree",12,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"363","scaled_degree",13,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"364","scaled_degree",14,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"365","scaled_degree",15,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"366","scaled_degree",16,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"367","scaled_degree",17,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"368","scaled_degree",18,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"369","scaled_degree",19,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"370","scaled_degree",20,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"371","scaled_degree",21,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"372","scaled_degree",22,0,1300266,0,0,3.84536406753382e-07,3.77641547256111e-10,1.93186639066216e-06,"CbG"
"373","scaled_degree",23,0,1300265,0,0,3.84536702490106e-07,3.7764183769035e-10,1.93186787640864e-06,"CbG"
"374","scaled_degree",24,324,1300266,4.97958544418555e-05,3.92602672259487e-05,0.000249564127982945,0.000223149448896528,0.000277434616379596,"CbG"
"375","scaled_degree",25,11247,1300265,0.00146197605301761,0.00574274800592053,0.00865015312251493,0.0084917016568938,0.00881003623543009,"CbG"
"376","xswap_prior",1,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"377","xswap_prior",2,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"378","xswap_prior",3,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"379","xswap_prior",4,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"380","xswap_prior",5,0,1165379,0,0,4.29044603476977e-07,4.21351726044692e-10,2.15547032131121e-06,"CCpG"
"381","xswap_prior",6,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"382","xswap_prior",7,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"383","xswap_prior",8,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"384","xswap_prior",9,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"385","xswap_prior",10,0,1165379,0,0,4.29044603476977e-07,4.21351726044692e-10,2.15547032131121e-06,"CCpG"
"386","xswap_prior",11,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"387","xswap_prior",12,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"388","xswap_prior",13,43,1165380,2.24473458335499e-05,1.91013813744139e-05,3.73268484727312e-05,2.70682730228742e-05,4.92080763124492e-05,"CCpG"
"389","xswap_prior",14,113,1165380,7.69091792591029e-05,1.71570680380995e-05,9.73930414173562e-05,8.03022847940307e-05,0.00011610793108504,"CCpG"
"390","xswap_prior",15,165,1165379,0.000134095615674034,1.85387161205015e-05,0.00014201376375088,0.000121202793676308,0.000164449048458266,"CCpG"
"391","xswap_prior",16,233,1165380,0.000205516762144601,2.21304860357788e-05,0.000200363657893856,0.000175488618261182,0.000226863027484352,"CCpG"
"392","xswap_prior",17,330,1165380,0.000295673290199712,2.77956682284725e-05,0.000283598239545694,0.00025384784155792,0.000314972844182796,"CCpG"
"393","xswap_prior",18,380,1165380,0.000410723420167769,4.24772341676632e-05,0.000326502663077569,0.00029452133017545,0.000360108109710017,"CCpG"
"394","xswap_prior",19,644,1165380,0.000592147661803495,5.84857910191078e-05,0.000553038019325869,0.000511170968886474,0.000596528573040664,"CCpG"
"395","xswap_prior",20,931,1165379,0.000862628265745446,9.551320750442e-05,0.000799310096277609,0.000748816763902071,0.00085142618862219,"CCpG"
"396","xswap_prior",21,1281,1165380,0.00130306805555053,0.000161519266767366,0.00109964037512196,0.0010402825802187,0.00116061998652809,"CCpG"
"397","xswap_prior",22,2270,1165380,0.00211153190166159,0.000322994964456046,0.00194828987258244,0.00186904220497252,0.00202915663750775,"CCpG"
"398","xswap_prior",23,4135,1165380,0.00391310606818224,0.000769621602065905,0.00354862487032138,0.003441471836807,0.0036573918217371,"CCpG"
"399","xswap_prior",24,11237,1165380,0.00892867263303729,0.00244896382830819,0.0096427691887889,0.00946614428328384,0.0098209882182082,"CCpG"
"400","xswap_prior",25,51804,1165379,0.044269709242153,0.0411064448126531,0.0444528823216462,0.0440794351776521,0.0448278104325126,"CCpG"
"401","analytic_prior",1,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"402","analytic_prior",2,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"403","analytic_prior",3,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"404","analytic_prior",4,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"405","analytic_prior",5,0,1165379,0,0,4.29044603476977e-07,4.21351726044692e-10,2.15547032131121e-06,"CCpG"
"406","analytic_prior",6,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"407","analytic_prior",7,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"408","analytic_prior",8,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"409","analytic_prior",9,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"410","analytic_prior",10,0,1165379,0,0,4.29044603476977e-07,4.21351726044692e-10,2.15547032131121e-06,"CCpG"
"411","analytic_prior",11,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"412","analytic_prior",12,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"413","analytic_prior",13,56,1165380,2.40537154214479e-05,2.05258608168262e-05,4.84819985910187e-05,3.66718238007164e-05,6.1915416729233e-05,"CCpG"
"414","analytic_prior",14,102,1165380,8.16161571468403e-05,1.87813781901457e-05,8.79540682403437e-05,7.17542403314281e-05,0.000105777948638674,"CCpG"
"415","analytic_prior",15,163,1165379,0.000140490018550498,2.00428324581117e-05,0.000140297585336972,0.000119617784838659,0.000162601697371513,"CCpG"
"416","analytic_prior",16,234,1165380,0.0002130259399148,2.26167548405443e-05,0.000201221746364494,0.000176291730306967,0.000227776091731172,"CCpG"
"417","analytic_prior",17,331,1165380,0.000304632278656164,2.91652020380462e-05,0.000284456328016331,0.000254659715973587,0.000315877144987822,"CCpG"
"418","analytic_prior",18,377,1165380,0.000429460378456944,4.17885443561571e-05,0.000323928397665656,0.000292076618790696,0.000357404296194241,"CCpG"
"419","analytic_prior",19,641,1165380,0.000609650100282779,6.06059899116441e-05,0.000550463753913956,0.00050869612538048,0.000593854893242711,"CCpG"
"420","analytic_prior",20,944,1165379,0.000880573903651332,9.88466046823344e-05,0.00081046525596801,0.000759615364285861,0.000862937873082351,"CCpG"
"421","analytic_prior",21,1311,1165380,0.0013259200410047,0.000166556851649226,0.00112538302924108,0.00106532568013998,0.00118706211324388,"CCpG"
"422","analytic_prior",22,2242,1165380,0.00214761888484829,0.000331635291776834,0.00192426339540459,0.00184551001481645,0.00200463595077444,"CCpG"
"423","analytic_prior",23,4315,1165380,0.00396010209000782,0.000782084303966319,0.00370308079503613,0.00359361147525139,0.00381416353177035,"CCpG"
"424","analytic_prior",24,10903,1165380,0.00886904305519018,0.00237636219523161,0.00935616763959598,0.00918217450404214,0.00953175583047705,"CCpG"
"425","analytic_prior",25,51947,1165379,0.0409836034898501,0.0352779954937893,0.0445755890782406,0.0442016496989126,0.0449510090255314,"CCpG"
"426","scaled_degree",1,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"427","scaled_degree",2,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"428","scaled_degree",3,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"429","scaled_degree",4,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"430","scaled_degree",5,0,1165379,0,0,4.29044603476977e-07,4.21351726044692e-10,2.15547032131121e-06,"CCpG"
"431","scaled_degree",6,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"432","scaled_degree",7,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"433","scaled_degree",8,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"434","scaled_degree",9,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"435","scaled_degree",10,0,1165379,0,0,4.29044603476977e-07,4.21351726044692e-10,2.15547032131121e-06,"CCpG"
"436","scaled_degree",11,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
"437","scaled_degree",12,0,1165380,0,0,4.2904423531875e-07,4.21351364487401e-10,2.15546847172779e-06,"CCpG"
