density,gini,heterogeneity,mean_var,metaedge,num_source,num_target,var
0.0654029124450739,0.4378844332200873,0.6669247531189973,105.40099521275478,AlD,402,137,178.4248574113403
0.012142676448267139,0.78497801635481,0.10343748646469711,4746.423795886201,AdG,402,20945,16213.712277286248
0.06251946284333881,0.7280284726986106,0.11301842859936186,63757.05258027063,AeG,402,20945,213200.30289380177
0.011621054431827494,0.7473759207697832,0.10776395265247385,3429.167911257995,AuG,402,20945,13951.699862343492
0.0023471584452139276,0.7395793115563472,0.7898884631562564,5430.031771459345,BPpG,11381,20945,6274.709148140401
0.002525048057294283,0.8235690223823773,0.4865281220245979,728.6644330751855,CCpG,1391,20945,1126.18302776532
0.005388940955951265,0.5839692122038378,0.916796774467045,93.19768971197789,CrC,1552,1552,93.19768971197789
0.0018342237941154338,0.9227366646695616,0.8390799162681839,4.708623974231453,CpD,1552,137,4.017635794036641
0.0035508691398901345,0.8828625222589305,0.6222449893145611,13.903620694178429,CtD,1552,137,11.332166727836336
0.0003559580442641873,0.9517452783269209,0.4108161620349078,62.697952518188,CbG,1552,20945,51.583078078603286
0.0006491596793762751,0.9574518607366507,0.6651093032411192,235.9307381836913,CdG,1552,20945,173.9715514897919
0.0005769898088513609,0.9522724138437815,0.643467113212005,177.39734926742133,CuG,1552,20945,147.6075767355874
0.0019217839533841327,0.6615339554449167,0.9577371855023756,3.519708297987338,CiPC,1552,345,3.871025721327324
0.015613144959169217,0.8031433439935738,0.6688800572200636,8595.04525655617,CcSE,1552,5734,7851.344936261294
0.05828681837698583,0.43391001052274003,0.8809300205754177,40.432628270019705,DrD,137,137,40.43262827001971
0.004399077876886458,0.9228069545520816,0.4305179874302434,231.04064608718957,DaG,137,20945,153.15973578209315
0.0026565927794902533,0.887902848077892,0.28092011330052713,68.13357392815179,DdG,137,20945,84.3773103179825
0.0026942304575940114,0.89268676220553,0.2880395649068488,72.80586681714908,DuG,137,20945,86.76206389079927
0.055944405559444056,0.5348740418633945,0.7073913020037064,142.66690243096576,DpS,137,438,180.79275311909262
0.0002812579273337843,0.8104506896158048,0.6554797452332151,324.7462222587195,GcG,20945,20945,324.7462222587195
0.0006709522064864489,0.7912028846397386,0.18670784683248406,5107.847717332638,GiG,20945,20945,5107.847717332638
0.000605627784654086,0.9110162543972867,0.5049646901854341,2113.3277624835105,G<rG,20945,20945,2376.4419224832673
0.0016094923995180561,0.7602170142346195,0.5164042722559915,616.5561653531619,GpMF,20945,2884,1287.5240330010831
0.0022109025808275764,0.8401606135121636,0.3372852108587516,1074.0205820840322,GpPW,20945,1822,1037.0006834694148
