expected_frac,lower_ci,upper_ci,feature,feature_value,metaedge
4.2889475e-05,3.844812e-05,4.7570065e-05,xswap_prior,7.924889466420856e-05,AdG
0.03328834,0.032089036,0.034508582,xswap_prior,0.03966894787942425,AdG
0.06791022,0.06621029,0.06962982,xswap_prior,0.07559302675079498,AdG
0.103439905,0.10139527,0.10550233,xswap_prior,0.12011754539645492,AdG
0.1846496,0.18203044,0.18728302,xswap_prior,0.181767266568882,AdG
0.31958303,0.31643704,0.32273716,xswap_prior,0.2787141686169067,AdG
0.5034559,0.5000758,0.50683576,xswap_prior,0.5130333456263557,AdG
4.6552977e-05,4.192074e-05,5.1424453e-05,scaled_degree,5.340701540932583e-05,AdG
0.036135543,0.034879062,0.03741311,scaled_degree,0.02389678757694453,AdG
0.06518277,0.063530646,0.06685432,scaled_degree,0.04340669427051787,AdG
0.10879319,0.10669105,0.110913076,scaled_degree,0.06605886112872675,AdG
0.18561608,0.18299961,0.18824665,scaled_degree,0.09519314673106119,AdG
0.32012644,0.31697536,0.32328567,scaled_degree,0.14036649492832484,AdG
0.4954673,0.49208963,0.49884516,scaled_degree,0.2745945093828735,AdG
5.5017215e-05,4.997085e-05,6.0302824e-05,analytic_prior,0.0001019511449912698,AdG
0.0338197,0.032603078,0.035057515,analytic_prior,0.045838958871235014,AdG
0.06712881,0.065448046,0.068829045,analytic_prior,0.08289548496248582,AdG
0.10838401,0.106299095,0.11048645,analytic_prior,0.1259815523060145,AdG
0.18483606,0.18222103,0.1874653,analytic_prior,0.18085281698590366,AdG
0.32148007,0.31832388,0.32464433,analytic_prior,0.2622625024797129,AdG
0.4960853,0.4927025,0.49946824,analytic_prior,0.4567154278144103,AdG
1.3385989e-05,1.0151579e-05,1.7060827e-05,xswap_prior,3.724797958811747e-08,AeG
0.00013607697,6.915675e-05,0.00022526154,xswap_prior,4.614838480654046e-06,AeG
0.00013894595,7.061488e-05,0.00023001066,xswap_prior,7.611913248355081e-06,AeG
0.00018000441,0.000101844904,0.00028005062,xswap_prior,1.1961722488041478e-05,AeG
0.00022874973,0.00013874861,0.000340879,xswap_prior,1.6540559563605156e-05,AeG
0.0004007843,0.00027503713,0.0005498209,xswap_prior,2.244419780491039e-05,AeG
0.00038692539,0.0002671753,0.00052849046,xswap_prior,2.7142840642657463e-05,AeG
0.00034715032,0.00023161121,0.0004856886,xswap_prior,3.3375560319597806e-05,AeG
0.00064883445,0.00048950285,0.0008302543,xswap_prior,4.617884658100477e-05,AeG
0.0006864606,0.0005206389,0.00087483804,xswap_prior,5.8379694849701104e-05,AeG
0.0006124026,0.00045671588,0.000790556,xswap_prior,7.182438699548584e-05,AeG
0.0004973727,0.00035923987,0.0006576146,xswap_prior,9.069843647594605e-05,AeG
0.000730942,0.0005598159,0.00092452316,xswap_prior,0.00011065286378170255,AeG
0.0010523626,0.0008424228,0.001285281,xswap_prior,0.00013553135835519013,AeG
0.0008704796,0.0006841712,0.0010788618,xswap_prior,0.00016393251074968697,AeG
0.00081610447,0.0006331685,0.0010218816,xswap_prior,0.00019224026405830898,AeG
0.001586057,0.0013286135,0.0018659225,xswap_prior,0.00023262445051682858,AeG
0.0015123838,0.0012614431,0.0017857138,xswap_prior,0.000281128785452434,AeG
0.0011855824,0.00096422445,0.001429442,xswap_prior,0.00033125208521996615,AeG
0.0013868408,0.0011485489,0.0016472276,xswap_prior,0.0004006085786177908,AeG
0.0013592163,0.0011208282,0.0016202136,xswap_prior,0.00046848616217389286,AeG
0.0018875115,0.0016053362,0.0021921499,xswap_prior,0.0005729290715952615,AeG
0.0015315294,0.0012792941,0.0018060866,xswap_prior,0.000693040033114467,AeG
0.0020289924,0.0017352964,0.0023452626,xswap_prior,0.0008385405444228628,AeG
0.0024873565,0.0021630325,0.0028339454,xswap_prior,0.0010176421236723495,AeG
0.002340602,0.0020258673,0.0026776732,xswap_prior,0.0012635845411771473,AeG
0.0029375867,0.0025820609,0.0033156397,xswap_prior,0.0015620251044024596,AeG
0.0035157173,0.0031281498,0.003925508,xswap_prior,0.0019484985641521953,AeG
0.0037258712,0.0033248696,0.004149285,xswap_prior,0.0024909385730641637,AeG
0.0067076213,0.0061673406,0.0072701066,xswap_prior,0.0032625925353801655,AeG
0.007137813,0.006582851,0.007714749,xswap_prior,0.004343348750720413,AeG
0.009841978,0.009183478,0.010522723,xswap_prior,0.005853740355586033,AeG
0.013754074,0.012979186,0.014550794,xswap_prior,0.008187474814516286,AeG
0.018108089,0.017217115,0.019020805,xswap_prior,0.0117524741862878,AeG
0.026949555,0.02586677,0.028053612,xswap_prior,0.017381333903079138,AeG
0.036954254,0.03569148,0.03823783,xswap_prior,0.026076743386341583,AeG
0.04682344,0.04540457,0.048262764,xswap_prior,0.038809535155230425,AeG
0.0648169,0.06316525,0.0664881,xswap_prior,0.05929130311077402,AeG
0.08193167,0.080088474,0.08379369,xswap_prior,0.0883875987408646,AeG
0.11418958,0.11205083,0.116345674,xswap_prior,0.12838863965437255,AeG
0.15074159,0.14833,0.15316893,xswap_prior,0.18117073577205772,AeG
0.2045721,0.20185806,0.2072994,xswap_prior,0.2504855173720297,AeG
0.2720828,0.26907846,0.27509743,xswap_prior,0.33520529517505365,AeG
0.38276267,0.37948507,0.38604552,xswap_prior,0.4335676092240072,AeG
0.51704764,0.5136697,0.5204247,xswap_prior,0.5402707909665396,AeG
0.675229,0.6720633,0.6783869,xswap_prior,0.6453675990648253,AeG
0.79854745,0.79583156,0.80124986,xswap_prior,0.7443311360531766,AeG
0.8772697,0.8750457,0.8794767,xswap_prior,0.8356447229443148,AeG
0.9243638,0.9225676,0.9261409,xswap_prior,0.9123230162126471,AeG
0.9884265,0.98769236,0.98913854,xswap_prior,0.9707354778820994,AeG
1.3311187e-06,4.6174696e-07,2.652561e-06,scaled_degree,6.043609697030813e-08,AeG
7.341895e-05,2.8288276e-05,0.00013969325,scaled_degree,8.702513416580631e-06,AeG
3.060013e-05,5.0871326e-06,7.853384e-05,scaled_degree,1.423120070116309e-05,AeG
0.00019505933,0.00011036326,0.00030347193,scaled_degree,1.9882665475215068e-05,AeG
0.000109219254,5.1199837e-05,0.00018884128,scaled_degree,2.5971474028692732e-05,AeG
0.0001106852,5.188707e-05,0.00019137583,scaled_degree,3.237584610341756e-05,AeG
0.00023839426,0.00014661725,0.00035211112,scaled_degree,3.923047322723127e-05,AeG
0.00023586108,0.00014092265,0.00035484353,scaled_degree,4.697393988748638e-05,AeG
0.00020514526,0.00012256965,0.00030863495,scaled_degree,5.655834226219341e-05,AeG
0.00026631984,0.00016590416,0.00039010806,scaled_degree,6.693723241898968e-05,AeG
0.0003491744,0.00023474205,0.00048595772,scaled_degree,7.735238667163402e-05,AeG
0.00029314726,0.00019062433,0.00041737212,scaled_degree,8.933442773489423e-05,AeG
0.00035738884,0.00023653,0.00050278334,scaled_degree,0.00010160536340828922,AeG
